Review ID,Review Text
952,"Great class for learning the basics of Python and as a very seasoned developer, I got a lot out of it so it was not weak in any way. Thanks to the great instructors who might be a bit nerdy but had such passion and love of what they do - they really encouraged the students to keep going and provided a great deal of help."
953,"Wonderful intro to Python, Object Oriented Programming and using Graphical User Interfaces (GUI). Lecturers are inspirational. Went from zero programming knowledge to building Asteroids game in 8 fun weeks.

Cannot recommend this course highly enough. Thanks to Profs Joe Warren, Scott Rixner, John Griener and Stephen Wong."
954,"Great course. Very easy to follow and understand. It takes new python programmers through the basic concepts, into event driven programming, and ending with object oriented programming. Everything is saved and accessed online, no downloads or uploading files is necessary. Very well organized and implemented. Recommended to all."
955,"I have never been in programing class before. And I think I can write decent programs. Last to lectures were very difficult for me. I almost give up how hard it was. But now I am glad I have finished.

This class give me solid foundation for programing in python. I can recommend it for any beginner or even advance programer."
956,"It was great experience. I really learned something new and I recommend it to the new and future students. I have twenty years of programming experience in various languages and this is the first class that is fun, rewarding in terms of new knowledge, and at the same time it gives us great learning tool - code sculptor."
957,"Engaging, humorous, short but thorough video lectures.

Challenging quizzes that illuminate interesting programming points.

Active, lively forum ensures that every question will be answered.

Program templates and development methodology provide guidance but leave plenty of room for students to figure out details on their own."
958,"Great class! Instructors did excellent job, very well thought off and concepts were easily understood and followed. CodeSkulptor is a great tool for learning basics of python and game programming. You gave me a kick off for a game idea i have for years but didnt know from where to start so i give you a bit THANK YOU for this!"
959,"By far the best experience I've had with online teaching. The professors were not shy about showing students how much fun they had with the material, and that actually made the material much easier to learn. The lack of a certificate is more than made up by the actual practical knowledge acquired from this class. Well done."
960,I had no previous experience with Python and needed Python a computation finance class. This class taught me enough Python to do the much heavier lifting required for computation finance. This was also a very fun class and I really enjoyed it. I would love to take a more advanced Python class either focused on GUI or analytics.
961,"Terrific class. Interesting, fun lectures, challenging projects (but not TOO challenging). I wish there had been a little more emphasis on Python as such rather than the GUI and custom environment in which class projects were done, but that is a small quibble. This is one of the best online instructional programs I have seen."
962,"This class was great. Really good professors that were excited about what they were teaching. Using a browser based IDE (written by one of the professors) we developed games based in Python. Starting with simple games, working up to a graphical Asteroids. This class was engaging, and just challenging enough. Highly recommended."
963,"This class is a great introduction to programming in general, especially for those who have no programming experience. It is also a fun introduction to game programming. The professors don't take themselves too seriously and really want students enjoy the class. The class discussion forums are very friendly and helpful."
964,"Each week I feared and also looked forward to the next mini-project. It was hard enough to give me a sense of achievement and certainly to challenge me, but thankfully there were ways of getting help when needed. The videos were great fun - masking occasionally a depth of information that the weekly quizzes then illuminated."
965,"This is a great class. The teachers are great. I have been a programmer for many years, but still I enjoyed watching each lecture of this class and completed each assignment seriously. The assignments are very exciting. Though this course is a introduction course, it did make me think of programming in a different way."
966,"New to programming, the class is taught in a very organized manner that was easy to follow. The projects were challenging but they were broken down in manageable segments and resulted in a good learning experience that was also fun. The highlight of this course is definitely the professors, who were personable and engaging!"
967,"Great class by great teachers! I learned a lot about Python and game programming in general. I think you can take a lot from this class if you are new to programming and also if you know quite a few things already.

The teachers were great, too. Lot's of enthusiasm and very helpful in the forums.

Thanks for a great course!"
968,"Excellent course- I just completed it after doing ""Learn to Program- the Fundamentals"" and found it both fun and challenging. The approach of developing games throughout the course keeps it fresh and interesting. I would recommend this course to anyone that wants to learn to program and build their own games!"
969,"This is a great course, i've learned a lot of programming trick, the best of all the course are the mini-project, because you can apply all what learned.

In every mini-project you are provided of a template, this is helpful because you can learn how to structure a problem, not common in the most of programming courses."
970,"Loved this course . I got to learn the Event Driven Programming from the basics and made wonderful games throughout the course. The way of teaching of the professors is great and to the point. Whether you are a programmer are not , with the great experience of the teachers , you still get to learn a lot from this course."
971,Without doubt the best introductory course to python I have found on-line. Precise and clear at every step and well supported for any difficulties that arose during the instruction. As someone with no Python experience and little to no programming experience generally this course has inspired me to learn more on the subject.
972,This is a great course! The approach from the instructors is relaxed and the content excellent. The mini projects is a lot of fun and worth putting the effort in completing. They teach at a good pace and you are equipped with enough knowledge at the end of the course to feel comfortable and continue with python programming.
973,"Really great. This course covers all the material really nicely, with fun projects each step of the way. The GUI, while basic, provides a nice platform to visualise the code, which is a problem with learning programming. I would highly recommend to anyone with at least a passing interest in Python or programming in general."
974,"An amazing class for anyone who wants to start programming for the first time. If you have never tried programming before, this class is a good place as any. The games make learning fun and interesting. Even if you do know programming but are looking to start learning python this a great course to take albeit a bit simple."
975,"There was pretty much to learn in this course for beginners and provided all the tools that were needed instead of asking the students to download the software. This is the highlight of this class, CodeSkulptor really helped in making sure everyone is using the same python version, could manage our files easily using cloud."
976,"This course is well structured, professional instructors will lead you through interesting topics of programming and explain all things in a very simple and understandable way.
It was a great and interesting experience taking this course, I definitely recommend this course for people who want to start learn programming."
977,"This is a really good mooc, both for people new at programming and for people who already know how to program in a different language (of course, it takes different ammounts of effort depending how much you already know). The week projects are well suited to apprehend the related contents, and the classes are quite fun."
978,"Greatest python programming course I ever learned, this course let us build many fun games, actually, building games make me feel great, I never build a game before, but now, oh, I build some game, this is unbelieveable, I do love this course, teachers are very intersesing and humour. Believe me, you will love this course"
979,Instructors are great. Thier explaination of the topic is clear and simple. I think that everybody will understand this course. Best thing is that you can learn something new in enjoyable way. During the course you create nice games even if you are beginner. The course arrangement took a lot of time and result worth for it.
980,"Great courses, I had almost no experience in programmng, took this class and put me right on tracks, now I am taking the other classes of these teachers and I am planning on finishing as fast as I can to finally do what I was hoping to do for years now and failed to do even though I spent great amount of money in books and etc."
981,Very good class to start learning Python (though I think that for those without any programming background would be a bit challenging). The class is well prepared and mini-projects interesting. Teachers are really great and do their best for students to succeed. I feel that I've learned a lot. And I absolutely love Coursera.
982,"Very great course, well organized, very good (and funny) teachers who seem to enjoy very much doing the course, as well as i enjoyed it. I started with no knowledge of python and ended up doing some funny games, and with some kind of proficiency in the matter. The best i had on online courses so far. Really recommend it!"
983,"This course is a wonderful point to start learning programming , especially python . During the course , you will learn bunch of fundamental stuff about programming and writing games . More importantly , with such instructors like Joe , Scott , John you will not bored even a minute .
Brilliant , fascinating , excellent :)"
984,"It was a great experience. I could review some complexes concepts and that helped me to improve or learn better. The projects were interesting and also matched with the course that's made me understand the concepts and memorize them. The course was funny some moments with the real dinamic of a classroom.
I really recommend it."
985,This is a very well structured and organized class for people interested in learning about coding and Python but who don't have much experience. The videos are able to be accessed as much as needed and there's questions throughout that make sure you understood what you needed in order to complete the quizzes and mini-projects.
986,"Python seems hard when you just started. However, you don't have to worry about this. Because these professors helped you a lot. They covered all the interesting part to finish your assignment in this class, even in the assignment description. I recommend you to take this class if you are interested in this programming language"
987,"Fantastic , fantastic course . I had enjoyed very much how i learning new things and get confidence in programming. Professors are funny (i think that most of professors are boring , but these guys are amazing. They worked a lot , I should recommend everyone who wants to learn about programming and interactive application"
988,Fantastic course. I've never been so hooked on a MOOC before. It's really addictive! I kept coming back for more and eventually completed the course in only half of the suggested time. Teachers are funny and very relatable. Their passion for teaching shines through! Congratulations to the team! I'm glad I've found this course.
989,"This course was fantastic and a great way to get an introduction to python. I work a full-time job but the class was totally workable in my schedule, educational content was top notch, and it was interesting enough to engage me despite the fact that I work full-time and have many other hobbies. Amazing job guys, great work"
990,"Thanks, all teachers and persons related with this class. I am a PhD student of material science from China. Since the COVID-19 virus, I have plenty of time to study Python and this class help me finish my starting of learning Python. It is really great! Hope it can lead more students into the programming in Python! Thanks!"
991,"This is a very well-organized, passionate, and helpful class delivered by Joe, Scott, and other staff from Rice University. I really enjoyed taking this challenging class and I really appreciate the time and efforts they've put into making this class happen.

Thanks again and keep up the great work!

- Helen"
992,"This was my first online class so not much to compare with. However, I have to say it really worked for me. The lectures were really useful and the mini project were really fun to do. Most importantly, this class made me understand some aspects of OOP, which I kind of knew for years, but never understood in depth."
993,"You can learn to code classic arcade games from scratch using Python. If you take this course you'll learn to do it in eight weeks (about 2 to 4 hours once a week), you'll learn to do it the right way and most importantly you will have so much fun you won't want to stop.

The quality of this course is outstanding."
994,"Great class. 5 stars are well deserved. The teachers are great not just in their ability to teach the material, but also in their values in spending countless hours to prepare and manage a great class for the world. Thanks a bunch. I hope they are reading this so they can know what an excellent job they have done."
995,"You learn so much about programming in python in this course and great for people new to programming and for those that are familiar with programming. You learn about the programming language python, GUI programming, and creating games! Highly recommend to everyone with an interest in programming or making games."
996,"This was a great class, esp if you are just getting your feet wet in programming or trying to do a refresher course. Both Joe & Scott are very passionate and great at explaining the concepts. The best part, are the games! You really can see your progress as you make more and more complex games.

Thank you guys!"
997,"My first MOOC course was a great experience. The flow of topics, minute details, exercises, quizzes and projects along with the lectures was an unforgettable experience. I went through all the video lectures, but I am sorry I could not complete some quizzes and projects, as I could not manage my time.

Chandrasekharan"
998,"Highly recommended. They tackle a simple, no nonsense approach to building games in Python. The projects are fun and very challenging. In fact, the entire class is very challenging and will certainly keep you on your toes.

Beware that the coursework and weekly mini-projects often required 8 - 10 hours per week."
999,Thanks for making this course fun! Joe Warren and Scott Rixner made this course interesting and explained complex concepts in a way that I could easily grasp. John Greiner's programming tip were very helpful. I started out with no knowledge about Python and now I can say that I can write functional program in Python.
1000,"just finished the class. incredibly well done. great information for any level programmer. instruction very thorough. very fun. instructors actually make the material entertaining. no small feat when you're teaching computer programming. plus, making games is fun as well.

doesn't get any better out there peeps."
1001,"This is an excellent class to start from scratch with Python, even if you have never programmed before. Even for somebody with experience in other programming languages, you get quickly into Python and it is very enjoyable. The instructors make a very good job for making the lecture both interesting and entertaining."
1002,"I must say that I TRULY enjoyed this course! That I was able to actually program a sophisticated game in only a few weeks of video lecture amazes me. Kudos to the Rice U professors who set the whole thing up: Joe Warren, Scott Rixner, John Greiner, and Stephen Wong. I wholeheartedly recommend this course to everyone."
1003,"Great classes with interesting projects such as asteroids, blackjacks and other fun games. The learning curve is not too deep, even for beginners. Most of the drawing, art works and heavy lifting work is provided and done by SimpleGUI behind the scene, so the programmer can concentrate on the game mechanics."
1004,"It is really fun course!!, and it is very well designed for learning.

I started without knowing anything without programing, but I followed all the classes just because it is very enjoyable to have the classes, and the programing assignments made big steps forward every week.

I highly recommend this course!!"
1005,"great course, great teachers, it's been a lot of fun watching their lectures, laughing with them, and learning from them. i knew nothing about programming, and this course helped me learn all i need not only to build simple programs and games, but also move on by myself.

i really recommend taking the course."
1006,"Signed up for the class not knowing what to expect, but ended up spending many enjoyable hours coding the mini-game projects. Not because I had to, but because I wanted to since they were so much fun and addictive. The professors all have a great sense of humor and you can tell right away they love doing what they do."
1007,"Definitely worth your Time!!!

Programming takes time and dedication. Having had just a little programming experience (over 20 years ago), the class was challenging at times. The instructors and other students were very helpful and supportive. Lectures were fun and engaging and the tools provided are excellent."
1008,This was a really great and fun class. The professors put in an incredible amount of work in preparing this course and making it simple and enjoyable. But they still managed to pack in a number of solid programming concepts. Highly recommended and I would happily sign up for an advanced course if they offered one.
1009,"I just finished this class.... I have to say that it's outstanding. The teachers have done a remarkable job in order to offer a A+ class in programming. Besides the topics covered at the class, it is very very fun to take. At the end I complete an Asteroids game. I shared to my friends and now they are addicted to it."
1010,"It was really good. Teachers did a great work and in the end of the course there is that feeling that we did learned something. And even more important than that is that we had fun with it. Can't do nothing else than recommend this course. If your new to programming or just want to learn a new language, take it."
1011,"This course was great!

Although I was not new to programming, I learned lots of valuable things.

The games you have to make are fun and the lectures are clear and highly entertaining. If you are new to programming, want to learn programming in Python and have fun, this is the course you are looking for!"
1012,Well put together. Instructors are passionate about the course content and bring humor to the lectures. so they are not dull. You will learn basic Python and create some fun little projects in the process. Highly recommend this course to anyone interested in learning Python or Object Orientated Programming concepts.
1013,"Absolutely amazing class!... I am a C programmer, so this was my first step towards learning python.... This class has taught me a lot, and has served as a launch platform for me to continue developing in python.... I would like to thank Joe, Scott and all of his team, for putting together such a wonderful class..."
1014,"The lessons, quizzes, and assignments are well-designed to teach students efficiently and thoroughly. I learned a tremendous amount from this course. Highly recommend this to anyone who wants to learn how to program. Be aware that if you have never programmed before, this course is going to take a lot of time."
1015,"Very good class for the beginner that wants the first introduction in python.

every week you do a mini project that builds on the video lectures from that week.

you get a detailed step by step plan to do your miniproject, so after 9 weeks you can build your own full implementation of the asteroids game.

Very good!!"
1016,I just endede this course and i want to say HUGE THX to this guys bcz i get tonns of new knoleges and expirience. I had times when i thought that i will leave them bcz of hard programm but i took few days rest and turn to class with new power and finaly i ended it with good grade and tonns of new knoledges. Thx guys!
1017,"The instructors, Joe and Scott are wonderful teachers. I learned a lot from them. The way the course is designed, it's very easy to understand, even for people who never programmed before. I definitely recommend this course to people who want to introduce themselves to the use of Python as a programming language."
1018,"The content helped me learn to do things I never thought I could or would do. The tools were a great help. Many of the details that make a beginner stumble were made smooth by the great planning of the instructors. I wish there was a follow up offering to advance my skills even further. But, I am on my own now."
1019,"The content helped me learn to do things I never thought I could or would do. The tools were a great help. Many of the details that make a beginner stumble were made smooth by the great planning of the instructors. I wish there was a follow up offering to advance my skills even further. But, I am on my own now."
1020,"The instructors laid out this class well. The videos and the assignments were interesting and fun. I would take any other class from the instructors. I have worked doing systems administration for many years, this was my first class on game programming, I enrolled in the class due to my interest in learning python."
1021,This was my first foray into Python and it was really fun. I learned a lot and did a lot over the course of both classes. The instructors have a great chemistry and make the lectures fun to watch. I would totally recommend these classes to anyone looking to get started with Python or anyone looking to re-visit it.
1022,"I loved it. And that's an understatement. I have taken few other online courses but have never experienced something like this. If you have interest and perseverance to finish it on your own, then this is the course for it. Kindles the thirst for developing interesting stuff. Thanks Scott, Joe and John! Owe you."
1023,"This course has been an extra ordinary journey for me to learn Python and most importantly to build something out of it. I have previous exposures in few other programming languages, but I have never been enjoying coding as much as I did while taking this course. Thanks to the instructors and thanks Coursera."
1024,"great course - good balance between video lectures - practice exams and mini projects and peer reviews.
It looks like the new way how coursera is dealing with classes will make it less attractive. One basically has to pay coursera to tkae quizzes and mini projects and to peer review other people´s mini projects"
1025,"I highly recommend this course. I am new comer to python, but after taking the part 1 and part 2, I already familiarize myself with the usage of this language and I've built all the interesting mini games from scratch. Thanks to the funny and humorous teaching styles of Joe and Scott, I can make so much progress."
1026,I finished both the parts for this amazing course. I highly recommend this course to people who want to start learning programming in python especially. The course structure is such that you get to learn python and at the same time build games as projects and so you have a great bunch of take-aways from this course.
1027,"Awesome course! Really professional and excellent instructors. They teach you a lot of Python in a funny but useful way of learning. Each class, mini-project, optional exercises or quiz help you to understand and learn moer about programming in Python. An interesting and very complete course, 100% recommended!!"
1028,"I am a java, J2EE programmer. I works on front end too plus was using python's pyramid framework from last one and half year.

I just wanna say that there is a lot to learn in this course not just for the beginners but for programmers also and teachers are really very sprited and fun to be work with :)"
1029,"Excellent course. Everything is thought over from beginning to end. Very interesting, exciting, dynamic projects. Really enthralling and understandable lectures. Wonderful teachers, huge thanks to them. I highly recommend this course to all who wants to learn to program in a Python quickly and productively."
1030,"Great class - one of the best MOOC's I have taken so far. The instructors put a great deal of heart and soul into it and it shows. It is well structured, clear and really gets you up to speed with Python quickly. It's one of those courses where you a learn a lot while having fun. Highly recommended."
1031,"Very good MOOC

The best around for teaching programming games

in a fun mood and a very efficient teaching method.

Turn a novice in a good programmer in Python in 8 weeks that pass very fast as in a click of mouse.

Waiting for a ""second round"" maybe.

Highly recommended.

Louis G

from France"
1032,"I started this class with no experience at all in programming, and by the end I was making interesting programs and finding myself loving programming. I have to say I found the class quite challenging towards the end, but it was totally worth it. An excellent introduction to Python and videogame making."
1033,"I just finished up this class and i have to say it was excellent - the best MOOC i've taken (and i've taken a few) in terms of what i could accomplish afterwards.

The course finishes up with the learner creating a full game and definitely gave me the confidence and desire to go on and build more games :-)"
1034,"Excellent course, it was very helpful for my learning.

Before take this course, I've never had any kind of python knowledge, and now I'am confident that I can execute a project using python.

Tks all teachers that rich my knowledge: Joe Warren, John Greiner, Stephen Wong, Scott Rixner

Very thanks"
1035,"Great class, very good organization, perfect and easy to get access to Codeskulptor web-interface that makes it possible to continue learning and coding from any place: home, work, etc.

I would definitely recommend this class to those willing to start their programming career from the very beginning."
1036,"Excellent class to introduce Python and programming in general.

This course format gives an experience very

close to being in College and thats something that has been lacking in distance

learning. So well done Rice, Coursera and everyone involved.

Thank you everyone for putting in the time and effort."
1037,This was a fantastic class! It was taught by a group of professors who clearly love teaching. They made the class not only fun but they were able to pack a lot of information into a few short weeks. Highly recommended! I look forward to any other classes they may teach and to applying my new skills!
1038,"This was an excellent introduction into programming that was way funner to learn than ""Hello World!"". Thanks to Joe, Scott, John and Stephen for all your hard work. I learned a lot. The biggest thrill was playing the Pong I made with my 7 year old son. He's still asking me to play with him."
1039,"I would recommend this course to anyone. The instructors clearly put a great deal of work into this and the were great and it showed in the quality of the content. Some of the projects were challenging (not unreasonably so), but classmates and the professors were always there to provide support."
1040,"Great class, great instructors. Learned so much for free! Even the other students who graded my programs looked through my code to find issues and offer suggestions. The only gripe I have is that the videos often had problems visually (pixelated or random flashes of whiteness so the content was invisible)."
1041,"Excellent course materials, lectures, and very interesting projects.

I have a MSc in Computer Science long time ago and I think this is the best CS course I have ever taken. Not to mention that it is Free!

I used to believe that there is no Free Lunch, but now I believe there are real Free Courses!"
1042,"This is amazing class, teaching you Python and GUI programming. The course is fun - during it you will create series of games, from simplest to quite impressive. It doesn't require strong knowledge of programming language - the instructors will guide you through all the details. It's worth trying, seriously!"
1043,"This was a revelation. A real high quality learning experience where despite being at home on your own, you felt part of something. Whether you've programmed before or not, give this course a try. The depth of thinking that went into structuring this will make you appreciate what programming is about. Alan."
1044,"Really great class. I spent a lot of time on this class - probably closer to 10 hours per week than 7-9 because I came in with less programming knowledge than some. I learned string manipulation, list manipulation, set manipulation, OO programming and GUI programming. I made Pong! and Spaceship/RiceRocks!"
1045,"The class was a very enjoyable way to learn the basics of Python and event driven programming. You can tell the instructors put a lot of effort in making the course both informative and enjoyable. You will spend 5+ hours a week on the class but at the end, you'll be proficient in the basics of Python."
1046,"The class is just so much fun, it's a real satisfaction when you see a game come out of your hands so easily. It is perfectly balanced between regarding assignments, weekly classes, in general, workload. Thank you to the instructors for making it this way and for their friendly, encouraging attitude!"
1047,"This turned out to be a very enjoyable class. The professors kept it fun and in very manageable lessons. While the course was definitely at a beginner level, I felt I was still quite worthwhile to have put in the effort. I would certainly sign up if the same professors were to offer a more advanced course."
1048,"This is a WONDERFUL class. I cannot say enough about how much FUN I had in it. I haven't programmed in 15 years, and thanks to the efforts of Scott and Joe, I felt that it is the most productive work I have done in programming, perhaps, EVER!

Thanks, Scott and Joe. I loved every moment of the course."
1049,I have been programming for over 20 years and it appears that you can teach an old dog new tricks. I found this class challenging and fun. One of the best aspects is the review of other programmer's code. This peer review really opened my eyes to many different approaches to solving the same problem.
1050,"Before starting, I feared this course was going to be a big challenge because of my age, my poor programming background and my lack of time.

After having finished it I am delighted. Learning was profound and fun.

I want to thank Rice University, Proffesors Warren, Rixner, Greiner and Wong and Coursera."
1051,"This course was great! Till this point I have taken only 1 course in python - The Fundamentals. And when I saw the results in this class - making games - I was really happy. If someone told me few months ago that I will be making games, I would think he is crazy. But with this course it is possible. :)"
1052,Well run course lots of support. Challenge to new programmers while helping those with some experience in other languages get going quickly in python. Peer reviewing and quizzes add a learning dimension i was not expecting. Well worth the 2 hours per week needed to complete the classes and the projects.
1053,This course is great for those who want to start their adventure with programming or Python. But it is also great for those who want to start building interactive applications in python. The manner of the teachers is funny and really keeps your interest and you just want to keep going and improving.
1054,"Wonderful class. The lectures were divided up into manageable chunks, CodeSkulptor had excellent documentation, and the mini-projects were challenging without being overwhelming. I cannot recommend this class enough, be it for beginners or students with intermediate Python or other language experience."
1055,"It was wonderful attending this class. I will miss Joe and Scott.

I learned a lot from this course and I'm greatly grateful to my teachers for that.

I hope my learning won't stop here.

Those who like my opinion about the class should also take this class in future with them. Highly recommended!! :)"
1056,"Even after having a few years of computer science classes, I learned a lot from this course and had a really great time with the projects. The professors are dedicated and their energy and passion is infectious. I would recommend this course for anyone curious about programming games or learning Python."
1057,From the very start this course sets out to teach you practical programming skills. You will need to devote a lot of time though to complete the course. I think you will enjoy it because the teachers are so enthusiastic about their subject and try to make the course both instructive and entertaining.
1058,"I took this class through coursera and it was very well done and put together.

The games are interesting/fun enough to make the project feel like you're creating something cool instead of just doing homework.

All the videos were helpful, and I had a great time watching them and doing the exercises."
1059,"Great teachers, especially Joe and Scott! Each week is ended by quiz and mini-project. These mini-project was really funny. We built simple games where we use our knowlegde that we learnt during the week from published video lectures. I recommend this course for everyone who wants to start with programming!"
1060,"A great first class in that you don't have to install any software. In fact, you don't need to own a computer. You just have to have access to a browser - even at an Internet café.

Videos are easy to follow - and the project are fun -- they are all games which you are probably familiar with."
1061,"This is an awesome class for the beginner programmer, although you may find the acceleration in concepts towards the end particularly challenging. The support offered by the forums makes the experience very enjoyable though; and a necessity for finishing the course through to the end with full marks."
1062,"This course is very well-done. The few things I would change are minor, but the most major among them would be including less direction in some cases to allow students to do more of their own problem-solving. Overall, this was a great class that taught me many valuable things and was fun at the same time."
1063,"Amazing course! I've also taken a codecademy Python course, which was great but nowhere close to this one. Take both parts! They'r eworth it! I've seen some MIT luctures videos afterwards and, boy, how can people stilll learn things this way??? Rice IPP is light years ahead of MIT and the rest of the world!"
1064,"Fantastic, fascinating, well-thought-out and interesting course! I have been programming for quite some time and still found the course very helpfull and enjoyable to participate and even siply to watch).
Thank you Joe and Scott for this course, and many thanks to all who have made this course happen."
1065,"This is a great course! The material is both challenging and interesting and the way the instructors present it is innovative and fun.

The course is focused in python but the topics reviewed are transferable to any other object oriented language. It may be a little basic if you have programming background."
1066,"reat course. Suitable for people new to programming, as well as people who have some programming exposure but are new to Python. There are weekly multi-choice quizzes that have intelligent questions to make you think about the concepts taught. The weekly mini-projects are challenging and interesting."
1067,"Really interesting course for beginners, easy to follow, with motivating projects, good support, fun videos, and very nice teachers, specially Joe Warren who is just great. I could program before the course but I had no idea of object-oriented programming and this has been a very good introduction to it."
1068,"it was great, fun and informative.. by it's end I was having a blast customizing my own asteroids game, adding stuff and modifying stuff, I really think choice of making games as a medium for teaching the course was brilliant and is what kept me going when I was having trouble with finishing my assignments"
1069,"Amazing Course. I had previous programming experience in Python and other languages, but not in OO programming, and this course just nailed it to teach OOP. Great content, great teachers, and my programming level has really gone up after this course. Thanks alot to those who have made this course possible."
1070,"This is a great course for learning introductory Python. The projects are game-based, which makes the practice examples and mini-projects fun. The concepts covered in this course are directly translatable beyond gaming. The instructors are excellent and the videos and other materials are really well done."
1071,"First of all, it is a great course. It is hard to say you can find much finer course than this. The course gives not only knowledge on coding and interacting with tough lines of code but it gives you reason why you should code, courage for what you have done and understood, and passion for more to come."
1072,"It was a fantastic journey. It helped me understand python and implement code in a starting level, even though I have already known many of these things.
I am very excited with this course I do really suggest it undoubtedly to anyone want to learn python from scratch.
Thank you very for everything!"
1073,This course made me love programming. It made me to sit for hours and focus. I love the instructors and the way they teach. Overall they made me feed confident about coding in python. I recommend this course if you are a beginner to programming or you want to learn more about Interactive programming.
1074,"It was a very good course. Scott, Joe, John really helped us in understanding the concepts. Especially Scott was really good in teaching the concepts. Hope I will implement the things which I learnt in this course in my real time projects. Thank you all for this wonderful and useful course :) Good luck :)"
1075,"The course is so amazing! I began this course without any programming base, but it was so interesting that attracted me to finish all of the materials. The professors were always trying to make the lectures more fun, they laugh, tell jokes, and play games in the course. Anyway, don't miss this course."
1076,"The course is well structured with videos explaining different aspects and functions of Python and is then followed by guided exercises allowing one to check one's understanding. The tests, as opposed to projects / games at the end of each section similarly assist in evaluating one's understanding."
1077,"The course is really good. It's pretty interesting, but I can learn a lot of things about Python from the course. I really like the mini-projects, through which I can apply and practice what I have obtained from the course. Every time I built the mini-game successfully, I would have a sense of achievement."
1078,"I never programmed before and it was awesome to see the ramp up during these last 8 weeks. very enjoyable. the class has lots of exercises, and the class has many resources and videos. the subjects are divided by short videos. The professor is well trained and knows how to teach. I highly recommend it!"
1079,"This course was fantastic! The instructors are quirky but engaging. They know their stuff, and they keep things interesting. Each module builds on the previous one. The quizzes require some hand-on experimentation, which creates great learning opportunities. The weekly projects are fun and practical."
1080,"Even you know how to program nor you dont' this is a class where you'll get to know to simple computer games. Well explained topics, entertaining videos and a very well measured and increasing difficulty make this course a must for people who wants to get introduced in the world of programming."
1081,Great class from great teachers. They cater to all levels. They offer stretch exercises for the advanced and help for those just beginning. Wonderful course. I'm going to have my three teens take this on the next go round. Everyone can learn to program with a class like this and have fun doing it.
1082,This class is great fun but might be challenging for the complete novice programmer. I'd recommend beginners do the University of Toronto course Introduction to Programming to get a good foundation in writing good Python code and then do this one for moving to a higher and more entertaining level.
1083,Fantastic! I wanted to learn python but need some goal or reason to actually get started. This class was the perfect opportunity to get a jump start on using python for actual coding beyond the basics. Looking forward to adding python to my professional toolkit as a result of taking this class.
1084,"Extremely well done!

step by step, so it empoweres beginners to step into python programming, nevertheless it always remained challenging (at last for me as beginner)

and also important: always with a focus on FUN and humour.

Thanks to the whole team of Joe, Scott, John and Stephen!"
1085,Very simple to get started in programming with Codeskulptor and the quizzes and projects were very engaging and challenging. The content were very well prepared and delivered. Joe and Scott made this the best programming course that I have attended. They made it fun and non intimidating. Great job!
1086,Outstanding presentation and content! The Codeskulptor tool was invaluable for doing the lessons and was incredibly portable. I was even able to program the lessons on my tablet when needed. The transition from easy beginnings to more complex concepts and projects was great. Great Job Fellas!
1087,I found the class to be a very good introduction to Python and Object Oriented Event Driven Game programming. Projects are very well structured to guide you through them. Thus making something that could be pretty hard be quite doable. The Documentation on the programming tools used is very good.
1088,"This was one of the most fun classes! A really great introduction to GUI event-driven programming with entertaining instructors and mini-projects that were challenging and constructive. And with the completion of each project, you had a fun (if simple) game to play with. Highly recommended!"
1089,"Excellent course! This isn't just a walk in the park you will be challenged at times, but if you stick to it you'll come away with a solid foundation in understanding computer programming. And best of all, you'll have have doing it and you'll have something you can show your friends at the end!"
1090,A great class to introduce programming and Object Orientated Programming in particular. Really good instructors and a really nice online application interface for programming. Could not recommend it enough for anyone interested in this area and a possible module for in/out-school programmes.
1091,"The teachers have obviously put an enormous amount of time an effort in building this class: I cannot recommend it more. You should take this class because you will learn Python in particular and how to program in general, and you will have fun while at it. Highly highly highly recommended."
1092,"I think this was a great course. Extremely entertaining and very useful. I think the combination is rather uncommon. I highly suggest it to all of you. The thing I really appreciate is that you feel a sense of achievement after every week, you plunge into the interesting things really quick."
